"concert_type","concert_date","concert_title","concert_artist","repertoire_file","repertoire_title","repertoire_artist","repertoire_duration","download_link"
"PERFORMANCE","25 Oct 2008","Elgar’s Violin Concerto with Gil Shaham and David Zinman","Berliner Philharmoniker | David Zinman","33-1","Edward Elgar Concerto for Violin and Orchestra in B minor, op. 61 (51 min.)","Gil Shaham Violin","00:51:21","https://world-vod.dchdns.net/hlss/dch/33-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","25 Oct 2008","Elgar’s Violin Concerto with Gil Shaham and David Zinman","Berliner Philharmoniker | David Zinman","33-2","Béla Bartók Concerto for Orchestra, Sz 116 (41 min.)","","00:41:01","https://world-vod.dchdns.net/hlss/dch/33-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Sep 2008","A magical Ravel concert with Simon Rattle","Berliner Philharmoniker | Sir Simon Rattle","34-1","Maurice Ravel Ma Mère l’Oye, ballet (31 min.)","","00:31:07","https://world-vod.dchdns.net/hlss/dch/34-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Sep 2008","A magical Ravel concert with Simon Rattle","Berliner Philharmoniker | Sir Simon Rattle","34-2","Maurice Ravel L’Enfant et les sortilèges, opera in one act (48 min.)","Magdalena Kožená Mezzo-Soprano, Annick Massis Soprano, Mojca Erdmann Soprano, Sophie Koch Mezzo-Soprano, Nathalie Stutzmann Contralto, Jean-Paul Fouchécourt Tenor, François Le Roux Baritone, José van Dam Bariton, Rundfunkchor Berlin, Simon Halsey Chorus Master","00:48:35","https://world-vod.dchdns.net/hlss/dch/34-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Mar 2009","Heinz Holliger conducts Schumann and Zimmermann","Berliner Philharmoniker | Heinz Holliger","35-1","Bernd Alois Zimmermann Alagoana (Caprichos Brasileiros) (34 min.)","","00:34:37","https://world-vod.dchdns.net/hlss/dch/35-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Mar 2009","Heinz Holliger conducts Schumann and Zimmermann","Berliner Philharmoniker | Heinz Holliger","35-2","Bernd Alois Zimmermann Concerto for Violin and Orchestra (22 min.)","Thomas Zehetmair Violin","00:22:06","https://world-vod.dchdns.net/hlss/dch/35-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Mar 2009","Heinz Holliger conducts Schumann and Zimmermann","Berliner Philharmoniker | Heinz Holliger","35-3","Robert Schumann Fantasy for violin and orchestra in C major, op. 131 (18 min.)","Thomas Zehetmair Violin","00:18:48","https://world-vod.dchdns.net/hlss/dch/35-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Mar 2009","Heinz Holliger conducts Schumann and Zimmermann","Berliner Philharmoniker | Heinz Holliger","35-4","Robert Schumann Symphony No. 1 in B flat major, op. 38 “Spring” (34 min.)","","00:34:43","https://world-vod.dchdns.net/hlss/dch/35-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Mar 2009","Heinz Holliger conducts Schumann and Zimmermann","Berliner Philharmoniker | Heinz Holliger","35-5","Interview Heinz Holliger in conversation with Götz Teutsch (18 min.)","","00:18:14","https://world-vod.dchdns.net/hlss/dch/35-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 May 2009","Simon Rattle conducts excerpts from Wagner’s “Götterdämmerung”","Berliner Philharmoniker | Sir Simon Rattle","36-1","Siegfried Matthus Concerto for Five for wind quintet and orchestra (première) (33 min.)","Andreas Blau Flöte, Radek Baborák Horn, Wenzel Fuchs Clarinet, Albrecht Mayer Oboe, Stefan Schweigert Bassoon","00:33:14","https://world-vod.dchdns.net/hlss/dch/36-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 May 2009","Simon Rattle conducts excerpts from Wagner’s “Götterdämmerung”","Berliner Philharmoniker | Sir Simon Rattle","36-2","Arie Malando Ole Guapa (4 min.)","","00:04:31","https://world-vod.dchdns.net/hlss/dch/36-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 May 2009","Simon Rattle conducts excerpts from Wagner’s “Götterdämmerung”","Berliner Philharmoniker | Sir Simon Rattle","36-3","Richard Wagner Götterdämmerung (Twilight of the Gods): Excerpts from Acts 1 and 3 (76 min.)","Katarina Dalayman Soprano (Brünnhilde), Karen Cargill Mezzo-Soprano (Waltraute)","01:16:13","https://world-vod.dchdns.net/hlss/dch/36-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 May 2009","Simon Rattle conducts excerpts from Wagner’s “Götterdämmerung”","Berliner Philharmoniker | Sir Simon Rattle","36-4","Interview Siegfried Matthus in conversation with Tobias Möller (in German only) (18 min.)","","00:18:06","https://world-vod.dchdns.net/hlss/dch/36-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Jan 2009","Seiji Ozawa conducts Bruckner’s First Symphony","Berliner Philharmoniker | Seiji Ozawa","37-1","Anton Bruckner Symphony No. 1 in C minor (53 min.)","","00:53:39","https://world-vod.dchdns.net/hlss/dch/37-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","29 Aug 2008Opening of the 2008/2009 season","Season opening 2008: Simon Rattle conducts Brahms and Shostakovich","Berliner Philharmoniker | Sir Simon Rattle","38-1","Johannes Brahms Symphony No. 3 in F major, op. 90 (42 min.)","","00:42:14","https://world-vod.dchdns.net/hlss/dch/38-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","29 Aug 2008Opening of the 2008/2009 season","Season opening 2008: Simon Rattle conducts Brahms and Shostakovich","Berliner Philharmoniker | Sir Simon Rattle","38-2","Dmitri Shostakovich Symphony No. 10 in E minor, op. 93 (60 min.)","","01:00:38","https://world-vod.dchdns.net/hlss/dch/38-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Nov 2008","Simon Rattle conducts Haydn’s “Oxford” Symphony and Brahms’s First","Berliner Philharmoniker | Sir Simon Rattle","39-1","Joseph Haydn Symphony No. 92 in G major “Oxford” (27 min.)","","00:27:04","https://world-vod.dchdns.net/hlss/dch/39-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Nov 2008","Simon Rattle conducts Haydn’s “Oxford” Symphony and Brahms’s First","Berliner Philharmoniker | Sir Simon Rattle","39-3","Johannes Brahms Symphony No. 1 in C minor, op. 68 (47 min.)","","00:47:54","https://world-vod.dchdns.net/hlss/dch/39-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Jun 2009","Pierre Boulez and Pierre-Laurent Aimard with works by Ravel, Bartók and Boulez","Berliner Philharmoniker | Pierre Boulez","41-1","Béla Bartók Music for Strings, Percussion and Celesta, Sz 106 (35 min.)","","00:35:40","https://world-vod.dchdns.net/hlss/dch/41-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Jun 2009","Pierre Boulez and Pierre-Laurent Aimard with works by Ravel, Bartók and Boulez","Berliner Philharmoniker | Pierre Boulez","41-2","Maurice Ravel Concerto for Piano and Orchestra in D major for the left hand (27 min.)","Pierre-Laurent Aimard Piano","00:27:22","https://world-vod.dchdns.net/hlss/dch/41-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Jun 2009","Pierre Boulez and Pierre-Laurent Aimard with works by Ravel, Bartók and Boulez","Berliner Philharmoniker | Pierre Boulez","41-3","Pierre Boulez Notations for orchestra: I–IV, VII (20 min.)","","00:20:54","https://world-vod.dchdns.net/hlss/dch/41-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Jun 2009","Pierre Boulez and Pierre-Laurent Aimard with works by Ravel, Bartók and Boulez","Berliner Philharmoniker | Pierre Boulez","41-4","Interview Pierre Boulez and Pierre-Laurent Aimard in conversation with Christoph Franke (16 min.)","","00:16:19","https://world-vod.dchdns.net/hlss/dch/41-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2009European Concert from Naples","The 2009 European Concert in Naples","Berliner Philharmoniker | Riccardo Muti","42-1","Giuseppe Verdi La forza del destino. Overture (9 min.)","","00:09:39","https://world-vod.dchdns.net/hlss/dch/42-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2009European Concert from Naples","The 2009 European Concert in Naples","Berliner Philharmoniker | Riccardo Muti","42-2","Giuseppe Martucci La Canzone dei ricordi (orchestra edition) (32 min.)","Violeta Urmana Contralto","00:32:16","https://world-vod.dchdns.net/hlss/dch/42-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2009European Concert from Naples","The 2009 European Concert in Naples","Berliner Philharmoniker | Riccardo Muti","42-3","Franz Schubert Symphony No. 8 in C major, D 944 “The Great” (54 min.)","","00:54:53","https://world-vod.dchdns.net/hlss/dch/42-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Jan 2009","Simon Rattle conducts the first live concert of the Digital Concert Hall","Berliner Philharmoniker | Sir Simon Rattle","50-1","Antonín Dvořák Slavonic Dance in G minor, op.46 no. 8 (26 min.)","","00:26:15","https://world-vod.dchdns.net/hlss/dch/50-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Jan 2009","Simon Rattle conducts the first live concert of the Digital Concert Hall","Berliner Philharmoniker | Sir Simon Rattle","50-2","Johannes Brahms Symphony No. 1 in C minor, op. 68 (50 min.)","","00:50:37","https://world-vod.dchdns.net/hlss/dch/50-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Sep 2008","School Orchestra Extravaganza 2008","","57-1","Works by Hector Berlioz and Edward Elgar (23 min.)","","00:23:58","https://world-vod.dchdns.net/hlss/dch/57-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"EDUCATION","19 Nov 2010","Workshop with Lang Lang: 1000 Fingers","Lang Lang","58-1","1000 Fingers: Lang Lang rehearses with 100 piano students (16 min.)","","00:16:28","https://world-vod.dchdns.net/hlss/dch/58-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"EDUCATION","13 Jun 2010Dance Project from the Arena, Berlin","Dance Project: Swing Symphony","Berliner Philharmoniker | Sir Simon Rattle","63-1","Wynton Marsalis Swing Symphony (65 min.)","Jazz at Lincoln Center Orchestra, Rhys Martin Choreographer","01:05:58","https://world-vod.dchdns.net/hlss/dch/63-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"EDUCATION","02 Dec 2006Family Concert","Humperdinck’s “Hansel and Gretel” for children","Berliner Philharmoniker | Mark Elder","64-1","Engelbert Humperdinck Hansel and Gretel (abridged version in German) (66 min.)","Klaus Wallendorf Presenter, Susan Bullock Soprano (Gertrud), Franz Grundheber Baritone (Peter), Jane Henschel Contralto (The Gingerbread Witch), Katarina Karnéus Mezzo-Soprano (Hansel), Michaela Kaune Soprano (Gretel), Susanne Kreusch Mezzo-Soprano (Little Sandman), Gisela Stille Sopran (Little Dew Fairy), Children’s Choir of the Staatsoper Unter den Linden, Rundfunk Kinderchor of the Georg-Friedrich-Händel-Gymnasiums Berlin","01:06:11","https://world-vod.dchdns.net/hlss/dch/64-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"EDUCATION","26 Jun 2011Dance Project from the Arena, Berlin","Dance project: Season’s Whims","Berliner Philharmoniker | Emmanuelle Haïm","65-1","Jean-Philippe Rameau Season’s Whims (63 min.)","Vivienne Newport Choreographer","01:03:39","https://world-vod.dchdns.net/hlss/dch/65-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1991European Concert from Prague","Claudio Abbado conducts Mozart at the 1991 European Concert from Prague","Berliner Philharmoniker | Claudio Abbado","70-1","Wolfgang Amadeus Mozart Don Giovanni: Overture · “Crudele! Ah no, mio bene!” – “Non mi dir, bell’idol mio” (16 min.)","Cheryl Studer Soprano","00:16:52","https://world-vod.dchdns.net/hlss/dch/70-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1991European Concert from Prague","Claudio Abbado conducts Mozart at the 1991 European Concert from Prague","Berliner Philharmoniker | Claudio Abbado","70-2","Wolfgang Amadeus Mozart Symphony No. 29 in A major, K. 201 (25 min.)","","00:25:04","https://world-vod.dchdns.net/hlss/dch/70-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1991European Concert from Prague","Claudio Abbado conducts Mozart at the 1991 European Concert from Prague","Berliner Philharmoniker | Claudio Abbado","70-3","Wolfgang Amadeus Mozart “Ch’io mi scordi di te?” – “Non temer, amato bene”, scena and rondo, K. 505 (11 min.)","Cheryl Studer Soprano, Bruno Canino Piano","00:11:23","https://world-vod.dchdns.net/hlss/dch/70-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1991European Concert from Prague","Claudio Abbado conducts Mozart at the 1991 European Concert from Prague","Berliner Philharmoniker | Claudio Abbado","70-4","Wolfgang Amadeus Mozart Symphony No. 35 in D major, K. 385 “Haffner” (23 min.)","","00:23:44","https://world-vod.dchdns.net/hlss/dch/70-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1994European Concert from Meiningen","1994 European Concert from Meiningen with Claudio Abbado and Daniel Barenboim","Berliner Philharmoniker | Claudio Abbado","71-1","Ludwig van Beethoven Concerto for Piano and Orchestra No. 5 in E flat major, op. 73 (43 min.)","Daniel Barenboim Piano","00:43:08","https://world-vod.dchdns.net/hlss/dch/71-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1994European Concert from Meiningen","1994 European Concert from Meiningen with Claudio Abbado and Daniel Barenboim","Berliner Philharmoniker | Claudio Abbado","71-2","Johannes Brahms Symphony No. 2 in D major, op. 73 (43 min.)","","00:43:26","https://world-vod.dchdns.net/hlss/dch/71-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Oct 1994From Suntory Hall, Tokyo","Claudio Abbado conducts Russian works at Suntory Hall in Tokyo","Berliner Philharmoniker | Claudio Abbado","72-1","Modest Mussorgsky St. John’s Night on the Bare Mountain (18 min.)","","00:18:31","https://world-vod.dchdns.net/hlss/dch/72-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Oct 1994From Suntory Hall, Tokyo","Claudio Abbado conducts Russian works at Suntory Hall in Tokyo","Berliner Philharmoniker | Claudio Abbado","72-2","Igor Stravinsky L’Oiseau de feu (The Firebird), suite (1919) (24 min.)","","00:24:49","https://world-vod.dchdns.net/hlss/dch/72-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Oct 1994From Suntory Hall, Tokyo","Claudio Abbado conducts Russian works at Suntory Hall in Tokyo","Berliner Philharmoniker | Claudio Abbado","72-3","Pyotr Ilyich Tchaikovsky Symphony No. 5 in E minor, op. 64 (52 min.)","","00:52:40","https://world-vod.dchdns.net/hlss/dch/72-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1996European Concert from St. Petersburg","1996 European Concert from St. Petersburg with Claudio Abbado","Berliner Philharmoniker | Claudio Abbado","73-1","Sergei Prokofiev Romeo and Juliet, ballet, op. 64: The Montagues and the Capulets · Dance of the five couples · Masks · Dance of the maids with lilies · Death of Tybalt (19 min.)","","00:19:21","https://world-vod.dchdns.net/hlss/dch/73-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1996European Concert from St. Petersburg","1996 European Concert from St. Petersburg with Claudio Abbado","Berliner Philharmoniker | Claudio Abbado","73-2","Sergei Rachmaninov Aleka, opera: Cavatina “Vyes’ tabor spit” (8 min.)","Anatoli Kotcherga Bass","00:08:00","https://world-vod.dchdns.net/hlss/dch/73-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1996European Concert from St. Petersburg","1996 European Concert from St. Petersburg with Claudio Abbado","Berliner Philharmoniker | Claudio Abbado","73-3","Ludwig van Beethoven Romances for violin and orchestra No. 1 in G major, op. 40 and No. 2 in F major, op. 50 (14 min.)","Kolja Blacher Violin","00:14:16","https://world-vod.dchdns.net/hlss/dch/73-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1996European Concert from St. Petersburg","1996 European Concert from St. Petersburg with Claudio Abbado","Berliner Philharmoniker | Claudio Abbado","73-4","Ludwig van Beethoven Symphony No. 7 in A major, op. 92 (40 min.)","","00:40:17","https://world-vod.dchdns.net/hlss/dch/73-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1996European Concert from St. Petersburg","1996 European Concert from St. Petersburg with Claudio Abbado","Berliner Philharmoniker | Claudio Abbado","73-5","Pyotr Ilyich Tchaikovsky The Nutcracker, op.71: Waltz of the Flowers (8 min.)","","00:08:10","https://world-vod.dchdns.net/hlss/dch/73-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 1996New Year’s Eve Concert","Claudio Abbado conducts Brahms and Ravel at the 1996 New Year’s Eve Concert","Berliner Philharmoniker | Claudio Abbado","75-1","Johannes Brahms Hungarian Dances: No. 1 in G minor · No. 10 in F major (6 min.)","","00:06:24","https://world-vod.dchdns.net/hlss/dch/75-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 1996New Year’s Eve Concert","Claudio Abbado conducts Brahms and Ravel at the 1996 New Year’s Eve Concert","Berliner Philharmoniker | Claudio Abbado","75-2","Johannes Brahms Excerpts from Zigeunerlieder, op. 103: 1. »He, Zigeuner greife in die Seiten« · 2. »Hochgetürmte Rimaflut« · 3. »Wißt Ihr, wann mein Kindchen« · 4. »Lieber Gott, du weißt« · 9. »Weit und breit schaut niemand mich an« (7 min.)","Swedish Radio Choir, Tõnu Kaljuste Chorus Master","00:07:23","https://world-vod.dchdns.net/hlss/dch/75-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 1996New Year’s Eve Concert","Claudio Abbado conducts Brahms and Ravel at the 1996 New Year’s Eve Concert","Berliner Philharmoniker | Claudio Abbado","75-3","Maurice Ravel Tzigane, rhapsody for violin and orchestra (10 min.)","Maxim Vengerov Violin","00:10:58","https://world-vod.dchdns.net/hlss/dch/75-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 1996New Year’s Eve Concert","Claudio Abbado conducts Brahms and Ravel at the 1996 New Year’s Eve Concert","Berliner Philharmoniker | Claudio Abbado","75-4","Johannes Brahms Hungarian Dance No. 7 in A major (3 min.)","Maxim Vengerov Violin","00:03:25","https://world-vod.dchdns.net/hlss/dch/75-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 1996New Year’s Eve Concert","Claudio Abbado conducts Brahms and Ravel at the 1996 New Year’s Eve Concert","Berliner Philharmoniker | Claudio Abbado","75-5","Johannes Brahms Hungarian Dances: No. 17 in F sharp minor · No. 21 in E minor (5 min.)","","00:05:04","https://world-vod.dchdns.net/hlss/dch/75-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","31 Dec 1996New Year’s Eve Concert","Claudio Abbado conducts Brahms and Ravel at the 1996 New Year’s Eve Concert","Berliner Philharmoniker | Claudio Abbado","75-6","Johannes Brahms “Es tönt ein voller Harfenklang”, op. 17 no. 1 (4 min.)","Stefan Dohr Horn, Marie-Pierre Langlamet Harp, Swedish Radio Choir, Tõnu Kaljuste","00:04:00","https://world-vod.dchdns.net/hlss/dch/75-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
